Index,Description,Reviews,Price,Discount,Brand,TV_Type,TV_Size,TV_Pixels,Status,Month
790,"Refurbished (Excellent) - Insignia 55"" 4K UHD HDR LCD Smart TV (NS-55F301CA22) - Fire TV Edition - 2020 - *BC/AB/SK/MB DELIVERY ONLY*",0,$459.95,$200,Insignia,LCD,55,4K,Refurbished,July
791,"Refurbished (Excellent) - Samsung 55"" 4K UHD HDR LED Tizen Smart TV (UN55AU8000FXZC) - 2021 - *BC/AB/SK/MB DELIVERY ONLY*",0,$549.99,0,Samsung,LED,55,4K,Refurbished,July
792,"Samsung 85"" The Frame QLED HDR 4K Smart TV (QN85LS03B) - Open Box - 10/10 Condition.",0,"$4,798.99","$2,201",Samsung,LED,85,4K,Open Box,July
793,"Refurbished (Good) - LG 83"" 4K UHD HDR OLED webOS Evo ThinQ AI Smart TV (OLED83C2PUA) - 2022 - Dark Titan Silver",0,"$4,799",0,LG,OLED,83,4K,Refurbished,July
794,"Refurbished (Good) - RCA 65"" 4K 2160P UHD Smart Television with WebOs - Black (RWOSU6547)",0,$749.99,0,RCA,UHD,65,4K,Refurbished,July
795,Samsung – 75 inch Q82B QLED 4K UHD HDR 12X Full Array Dolby Atmos® Gaming Smart TV [QN75Q82BAFXZC] [Canada Version] - OPEN BOX - 10/10 Condition,0,"$2,899.99",$310,Samsung,LED,75,4K,New,July
796,"Refurbished (Excellent) - Sony 55"" 4K UHD HDR LED Google Smart TV (KD55X85J) - 2021 - *BC/AB/SK/MB DELIVERY ONLY*",0,$689.97,15.5,Sony,LED,55,4K,Refurbished,July
797,"LG 65"" 4K UHD HDR LED webOS Smart TV (65UP8000PUA) - 2021 - Only at Best Buy",866,"$1,248.97",15.5,LG,LED,65,4K,New,July
798,"Open Box - LG 75"" 4K UHD HDR LED webOS Smart TV (75UP7770PUB) - 2021",0,"$1,449.99",$245,LG,LED,75,4K,Open Box,July
799,"Open Box - LG NanoCell 55"" 4K UHD HDR LED webOS Smart TV (55NANO80UNA)",223,$753.97,$175,LG,LED,55,4K,Open Box,July
800,"Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65Q60AAFXZC) - 2021 - Titan Grey - Open Box *BC/AB/SK/MB DELIVERY ONLY*",0,$924.97,$50,Samsung,LED,65,4K,Open Box,July
801,"Samsung 50"" 4K UHD HDR QLED Tizen Smart TV (QN50Q60TAFXZC) - Titan Grey - Open Box",0,$799.99,$965,Samsung,LED,50,4K,Open Box,July
802,"Refurbished (Excellent) - Samsung 75"" 4K UHD Neo QLED Tizen Smart TV (QN75QN90BAFXZC) - Titan Black - *LOCAL TORONTO DELIVERY ONLY*",0,"$2,034.99",$371,Samsung,LED,75,4K,Refurbished,July
803,"Refurbished (Good) - LG 55"" 4K UHD HDR QNED webOS Smart TV (55QNED80UQA) - 2022 - Dark Titan Silver/Ashed Blue",0,$729,$385,LG,QNED,55,4K,Refurbished,July
804,"Refurbished (Excellent) - LG 50"" 4K UHD HDR QNED webOS Smart TV (50QNED80UQA) - 2022 - Dark Titan Silver/Ashed Blue",0,$764.99,$455,LG,QNED,50,4K,Refurbished,July
805,"Refurbished (Excellent) - Samsung 55"" 4K UHD Neo QLED Tizen Smart TV (QN55QN90BAFXZC) - Titan Black - *BC/AB/SK/MB DELIVERY ONLY*",0,"$1,044.95",$277,Samsung,LED,55,4K,Refurbished,July
806,"Samsung QE75T Series 75"" 4K Ultra HD 8 ms LED Display - (LH75QETEPGCXGO)",0,"$1,514.99",$400,Samsung,LED,75,4K,New,July
807,"REFURBISHED (GOOD) LG 55"" Class 4K UHD OLED Web OS Smart TV with Dolby Vision A2 Series (OLED55A2PUA)",0,$999.99,$90,LG,OLED,55,4K,Refurbished,July
808,"Open Box - Hisense 32"" 720p HD LCD Vidaa Smart TV (32A4GV) - 2021",0,$229.99,0,Hisense,LCD,32,720p,Open Box,July
809,"50"" Furrion Aurora Weatherproof Outdoor Smart TV, 4K UHD LED, Full Shade",0,"$2,298",$351,"50"" Furrion Aurora Weatherproof Outdoor Smart TV",LED,50,4K,New,July
810,"Refurbished (Good) - LG 70"" 4K UHD HDR LED webOS Smart TV (70UP7070PUE) - 2021",0,$749,"$1,190",LG,LED,70,4K,Refurbished,July
811,"Samsung 75"" 8K UHD HDR QLED Tizen OS Smart TV (QN75QN800AFXZC) - 2021 - Stainless Steel - Open Box *LOCAL TORONTO DELIVERY ONLY*",0,"$3,308.97",$100,Samsung,LED,75,8K,Open Box,July
812,"Refurbished (Good) - Sony 65"" Class 4K Ultra HD LED Smart Google TV with Dolby Vision HDR X80J Series (KD65X80J)",0,$899.99,$249,Sony,LED,65,4K,Refurbished,July
813,"LG Commercial Lite 55"" 4K UHD HDR LED TV (55UR340C9UD) - Navy Blue",0,$831.35,$485,LG,LED,55,4K,New,July
814,"LG 55"" 4K UHD HDR QNED webOS Smart TV (55QNED85UQA) - 2022 - Dark Titan Silver/Ashed Blue - Open Box *BC/AB/SK/MB DELIVERY ONLY*",0,"$1,214.99",0,LG,QNED,55,4K,Open Box,July
815,"Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65Q7DRAFXZC) - Only at Best Buy",13,"$1,698.97",$455,Samsung,LED,65,4K,,July
816,"Samsung The Frame 55"" 4K UHD HDR QLED Tizen Smart TV (QN55LS03TAFXZC) - Charcoal Black - Open Box *BC/AB/SK/MB DELIVERY ONLY*",75,"$1,343.97",$210,Samsung,LED,55,4K,Open Box,July
817,"Refurbished (Excellent) - Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q60AAFXZC) - 2021 - Titan Grey - *BC/AB/SK/MB DELIVERY ONLY*",0,$689.97,$300,Samsung,LED,55,4K,Refurbished,July
818,"Refurbished (Good) - TCL 70""Â TCL 4K HDR Android Smart LED TV (70S430)",0,$699.99,$101,TCL,LED,70,4K,Refurbished,July
819,"Refurbished (Good) - LG 50"" 4K UHD HDR LED webOS Smart TV (50UQ9000PUD) - 2022 - Titan Grey",0,$599,$995,LG,LED,50,4K,Refurbished,July
820,"Samsung 75"" 4K UHD HDR QLED Tizen OS Smart TV (QN75QN90AAFXZC) - 2021 - Titan Black - Open Box",0,"$2,804.97",$540,Samsung,LED,75,4K,Open Box,July
821,"Refurbished (Excellent) - Sony BRAVIA XR X95J 65"" 4K UHD HDR LED Smart Google TV (XR65X95J) - 2021",0,"$1,459.97",$250,Sony,LED,65,4K,Refurbished,July
822,"REFURBISHED (GOOD) JVC 58"" Class 4K UHD QLED Roku Smart TV Quantum Series (LT-58MAW804)",0,$499.99,0,JVC 58,LED,58,4K,Refurbished,July
823,"Open Box - Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q80AAFXZC) - 2021 - Titan Black",0,"$2,124.99",$165,Samsung,LED,75,4K,Open Box,July
824,"Refurbished (Excellent) - LG 60"" 4K UHD HDR LED webOS Smart TV (60UP8000PUA) - 2021 - *BC/AB/SK/MB DELIVERY ONLY*",0,$874.97,$270,LG,LED,60,4K,Refurbished,July
825,"Refurbished (Excellent) - Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q70AAFXZC) - *BC/AB/SK/MB DELIVERY ONLY*",0,$829.97,"$1,285",Samsung,LED,55,4K,Refurbished,July
826,"Open Box - Sony BRAVIA XR X95K 75"" 4K UHD HDR Mini-LED Smart Google TV (XR75X95K) *BC/AB/SK/MB DELIVERY ONLY*",0,"$2,914.97","$1,301",Sony,LED,75,4K,Open Box,July
827,"Refurbished (Good) - LG 75"" 4K UHD HDR QNED webOS Smart TV (75QNED80UQA) - 2022 - Dark Titan Silver/Ashed Blue",0,"$1,399",$175,LG,QNED,75,4K,Refurbished,July
828,"Refurbished (Excellent) - LG 65"" 4K UHD HDR LED webOS Smart TV (65UM6900PUA) - *LOCAL TORONTO DELIVERY ONLY*",0,$673.97,$450,LG,LED,65,4K,Refurbished,July
829,"LG NanoCell 65"" 4K UHD HDR LED webOS Smart TV (65NANO90UPA) - 2021 - Open Box *LOCAL TORONTO DELIVERY ONLY*",0,"$1,249.97",$150,LG,LED,65,4K,Open Box,July
830,"REFURBISHED (GOOD) - VIZIO 58"" Class V-Series 4K LED HDR Smart TV (V585M-K01)",0,$449.99,$855,VIZIO,LED,58,4K,Refurbished,July
831,"Samsung 85"" 4K UHD HDR QLED Tizen OS Smart TV (QN85Q80AAFXZC) - 2021 - Titan Black - Open Box *LOCAL TORONTO DELIVERY ONLY*",0,"$2,443.97",$100,Samsung,LED,85,4K,Open Box,July
832,"Refurbished (Good) - LG 50"" 4K UHD HDR LED webOS Smart TV (50UQ7590PUB) - 2022 - Dark Iron Grey",0,$499.99,$900,LG,LED,50,4K,Refurbished,July
833,"Refurbished (Excellent)- Samsung 65"" 8K UHD Neo QLED Tizen Smart TV (QN65QN800BFXZC) - Stainless Steel - *LOCAL TORONTO DELIVERY ONLY*",0,"$2,299.95","$1,501",Samsung,LED,65,8K,Refurbished,July
834,"Refurbished (Good) - LG 86"" 4K UHD HDR QNED webOS Smart TV (86QNED85UQA) - 2022 - Dark Titan Silver/Ashed Blue",0,"$2,699",$335,LG,QNED,86,4K,Refurbished,July
835,"Refurbished (Excellent) - Sony 55"" 4K UHD HDR LED Android Smart TV (XBR55X950G) - *BC/AB/SK/MB DELIVERY ONLY*",0,$963.97,$225,Sony,LED,55,4K,Refurbished,July
836,"Open Box - Samsung 50"" 4K UHD HDR QLED Tizen OS Smart TV (QN50Q8DTAFXZC) - 2020 - Titan Black",0,$873.97,$550,Samsung,LED,50,4K,Open Box,July
837,Samsung QN43LS01BAFXC 43-Inch Serif Series LED 4K UHD Smart Tizen TV - Open Box,0,$849,15.5,Samsung,LED,43,4K,Open Box,July
838,"LG 50"" 4K UHD HDR LCD webOS Smart TV (50UP7000PUA) - 2021 - Open Box",0,$799.99,$830,LG,LCD,50,4K,Open Box,July
839,"Refurbished (Excellent) - Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75QN88BAFXZC) - Titan Black - *LOCAL TORONTO DELIVERY ONLY*",0,"$1,769.99",$322,Samsung,LED,75,4K,Refurbished,July
840,LG Commercial Lite 65UR340C9UD LED-LCD TV 65UR340C9UD,0,"$1,074.46",$70,LG,LED,65,NA,New,July
841,"Refurbished (Good) - TCL 32"" Class HD (720p) Smart LED TV (32S331-CA)",0,$149.99,$755,TCL,LED,32,720p,Refurbished,July
842,"Refurbished (Excellent) - Sony 75"" 4K UHD HDR LED Android Smart TV (XBR75X950H) - *BC/AB/SK/MB DELIVERY ONLY*",0,"$1,943.97",0,Sony,LED,75,4K,Refurbished,July
843,"Open Box - Samsung 65"" 4K UHD HDR QLED Tizen OS Smart TV (QN65Q80AAFXZC) - 2021 - Titan Black",0,"$1,359.99",$200,Samsung,LED,65,4K,Open Box,July
844,"REFURBISHED (GOOD) - SAMSUNG 55"" Class Q60B-Series QLED 4K Smart TV (QN55Q60BA / QN55Q60BD )",0,$649.99,$350,Samsung,LED,55,4K,Refurbished,July
845,"Refurbished (Good) LG NanoCell 55"" 4K UHD HDR LED webOS Smart TV (55NANO85APA)",0,$649.99,$285,LG,LED,55,4K,Refurbished,July
846,"Refurbished (Excellent) - LG NanoCell 55"" 4K UHD HDR LED webOS Smart TV (55NANO86UNA) - *BC/AB/SK/MB DELIVERY ONLY*",0,$713.97,$351,LG,LED,55,4K,Refurbished,July
847,"Refurbished (Good) - LG 50"" 4K UHD HDR QNED webOS Smart TV (50QNED80UQA) - 2022 - Dark Titan Silver/Ashed Blue",0,$699,$680,LG,QNED,50,4K,Refurbished,July
848,"Refurbished (Excellent) - Samsung 65"" 4K UHD HDR Neo QLED Tizen Smart TV (QN65QN9DAAFXZC) - *LOCAL TORONTO DELIVERY ONLY*",0,"$1,319.97",$550,Samsung,LED,65,4K,Refurbished,July
849,"Open Box - Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q70AAFXZC) - *LOCAL TORONTO DELIVERY ONLY*",0,"$1,649.97",$305,Samsung,LED,75,4K,Open Box,July
850,"Open Box - LG 55"" 4K UHD HDR LED webOS Smart TV (55UP8000PUA) *BC/AB/SK/MB DELIVERY ONLY*",0,$644.97,$451,LG,LED,55,4K,Open Box,July
851,"Refurbished (Good) - LG 70"" 4K UHD HDR LED webOS Smart TV (70UQ9000PUD) - Titan Grey",0,"$1,049",$635,LG,LED,70,4K,Refurbished,July
852,"Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q80AAFXZC) - 2021 - Titan Black - Open Box *LOCAL TORONTO DELIVERY ONLY*",0,"$1,864.97",$331,Samsung,LED,75,4K,Open Box,July
853,"Refurbished (Good) - LG NanoCell 70"" 4K UHD HDR LED webOS Smart TV (70NANO75UQA) - 2022 - Ashed Blue",0,$969,15.5,LG,LED,70,4K,Refurbished,July
854,"Open Box - Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75QN85AAFXZC) - 2021 - Titan Black",0,"$2,149.99",$450,Samsung,LED,75,4K,Open Box,July
855,"REFURBISHED (GOOD) - SAMSUNG 65"" Class QN85B Neo QLED 4K Smart TV (QN65QN85BD / QN65QN85BA)",0,"$1,349.99",$170,Samsung,LED,65,4K,Refurbished,July
856,"REFURBISHED (GOOD) - TCL 65"" Class 4-Series 4K UHD HDR Smart Roku TV (65S453)",0,$549.99,0,TCL,UHD,65,4K,Refurbished,July
857,"Open Box - LG 86"" 4K UHD HDR LED webOS Smart TV (86UP8770PUA) - 2021",0,"$2,589.99",$140,LG,LED,86,4K,Open Box,July
858,"Refurbished (Good) - LG 55"" 4K UHD HDR LED webOS Smart TV (55UQ7590PUB) - 2022 - Dark Iron Grey",0,$559.99,$200,LG,LED,55,4K,Refurbished,July
859,"Open Box Sony X80K 55"" 4K UHD HDR LED Smart Google TV (KD55X80K) - 2022*Local Toronto Delivery Only*",0,$699.99,$330,Sony,LED,55,4K,Open Box,July
860,"Refurbished (Excellent) - LG NanoCell 50"" 4K UHD HDR LED webOS Smart TV (50NANO80UPA) - 2021",0,$668.97,$815,LG,LED,50,4K,Refurbished,July
861,"Refurbished (Excellent) - Samsung 85"" 4K UHD HDR LED Tizen Smart TV (UN85TU8000FXZC) - *BC/AB/SK/MB DELIVERY ONLY*",0,"$1,983.97",0,Samsung,LED,85,4K,Refurbished,July
862,"LG 55"" G2 4K UHD HDR OLED webOS Evo Gallery Smart TV (OLED55G2PUA) - 2022 - Satin Silver - Refurbished",0,"$1,999.99",15.5,LG,OLED,55,4K,Refurbished,July
863,"Open Box - LG NanoCell 75"" 4K UHD HDR LCD webOS Smart TV (75NANO80) - 2020 - Only at Best Buy",0,"$1,239.99",$20,LG,LCD,75,4K,Open Box,July
864,"SAMSUNG UN43TU7000 43"" 4K HDR LED SMART TV Seller Provided Warranty Included",0,$579.99,$350,Samsung,LED,43,4K,New,July
865,"Refurbished (Good) - LG 65"" CLASS 4K UHD 2160P SMART TV ( 65UN6950ZUA )",0,$649.99,$514,LG,UHD,65,4K,Refurbished,July
866,"LG 75"" 4K UHD HDR LED WebOS Smart TV (75UR640S9UD) - Black",0,"$1,714.29",$420,LG,LED,75,4K,New,July
867,"Open Box - Samsung 55"" 4K UHD Neo QLED Tizen Smart TV (QN55QN85BAFXZC) - Titan Black *LOCAL TORONTO DELIVERY ONLY*",0,"$1,079.97",$65,Samsung,LED,55,4K,Open Box,July
868,"Refurbished (Good) - LG NanoCell 43"" 4K UHD HDR LED webOS Smart TV (43NANO75UQA) - 2022 - Ashed Blue",0,$484.94,$261,LG,LED,43,4K,Refurbished,July
869,"LG 55"" 4K UHD HDR LED WebOS Smart TV (55UR640S9UD) - Black",0,$870,$900,LG,LED,55,4K,New,July
870,"Refurbished (Good) - SAMSUNG 65"" Class Q7-Series 4K Ultra HD Smart QLED TV (QN65Q7DA/QN65Q70A)",0,"$1,099.99",$150,Samsung,LED,65,4K,Refurbished,July
871,"Samsung 65"" TU7000 Smart 4K UHD TV -Open Box",0,$849.99,$320,Samsung,UHD,65,4K,Open Box,July
872,"Refurbished (Excellent) - Samsung 55"" 4K UHD HDR QLED Tizen OS Smart TV (QN55QN90AAFXZC) - 2021 - Titan Black",0,"$1,179.97",$450,Samsung,LED,55,4K,Refurbished,July
873,Samsung QN55LS01BAFXZC 55-Inch The Serif QLED 4K UHD HDR Smart TV - Open Box,0,"$1,349",$776,Samsung,LED,55,4K,Open Box,July
874,"LG Commercial Lite 86"" 4K UHD HLG LED TAA Compliant Smart TV (86UR340C9UD) - Navy Blue",0,"$2,586.02",15.5,LG,LED,86,4K,New,July
875,"Open Box - Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q8DTAFXZC) - Titan Black - Only at Best Buy",5,"$1,089.99",$135,Samsung,LED,55,4K,Open Box,July
876,"Refurbished (Excellent) - LG 43"" 4K UHD HDR LED webOS Smart TV (43UP8000PUA) - 2021",0,$534.97,$801,LG,LED,43,4K,Refurbished,July
877,"Refurbished (Good) - LG 65"" 4K UHD HDR QNED webOS Smart TV (65QNED85UQA) - 2022 - Dark Titan Silver/Ashed Blue",0,"$1,399",15.5,LG,QNED,65,4K,Refurbished,July
878,"Open Box - Samsung 50"" 4K UHD HDR QLED Tizen OS Smart TV (QN50Q8DTAFXZC) - 2020 - Titan Black",0,"$1,019.99",$300,Samsung,LED,50,4K,Open Box,July
879,"Open Box - Samsung 85"" 4K UHD HDR LED Tizen Smart TV (UN85AU8000FXZC) - 2021",0,"$2,599.99","$1,605",Samsung,LED,85,4K,Open Box,July
880,"Samsung 75"" 8K UHD HDR QLED Tizen OS Smart TV (QN75QN900AFXZC) - 2021 - Stainless Steel - Open Box *LOCAL TORONTO DELIVERY ONLY*",0,"$4,393.97","$1,101",Samsung,LED,75,8K,Open Box,July
881,"Refurbished (Good) - LG 55"" 4K UHD HDR OLED webOS Smart TV (OLED55G1PUA) - 2021",0,"$1,599",$420,LG,OLED,55,4K,Refurbished,July
882,"Refurbished (Good) - SAMSUNG 65"" Class 4K Crystal UHD (2160P) LED Smart TV with HDR (UN65AU800D/UN65AU8000)",0,$779.99,$550,Samsung,LED,65,4K,Refurbished,July
883,"Refurbished (Good) SAMSUNG 65"" Class QN80B-Series QLED 4K Smart TV w/ Quantum 12X HDR (QN65Q80B)",0,"$1,199.99",$818,Samsung,LED,65,4K,Refurbished,July
884,"LG 86"" 4K UHD HDR LED TAA Compliant LED TV WebOS Smart TV (86UR640S9UD) - Black",0,"$2,725.34",$251,LG,LED,86,4K,New,July
885,"[Bundle Open Box 10/10] Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q82BAFXZC) + Samsung HW-B450/ZC 300-Sound Bar with Wireless Subwoofer - 1 year Seller Warranty",0,"$1,448",$702,Samsung,LED,55,4K,Open Box,July
886,"Sony 55"" 4K UHD HDR LED Android Smart TV (KD55X750H) - Refurbished",0,$797.87,$250,Sony,LED,55,4K,Refurbished,July
887,"Refurbished (Excellent) - Samsung 50"" 4K UHD HDR QLED Tizen OS Smart TV (QN50Q80TAFXZC) - 2020 - Titan Black",0,$848.97,0,Samsung,LED,50,4K,Refurbished,July
888,"Open Box - LG 65"" 4K UHD HDR LED webOS 3.5 Smart TV (65UJ6300) - Black *LOCAL TORONTO DELIVERY ONLY*",0,$769.97,0,LG,LED,65,4K,Open Box,July
